security_id,theme_id,confidence,rationale,source,inherited
6271,SEMI_MATERIALS,0.75,primary mapping to SEMI_MATERIALS (半導體材料),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6271,SEMI,0.75,inherited from SEMI_MATERIALS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4770,SEMI_MATERIALS,0.75,primary mapping to SEMI_MATERIALS (半導體材料),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4770,SEMI,0.75,inherited from SEMI_MATERIALS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1711,SEMI_CHEM,0.75,primary mapping to SEMI_CHEM (製程化學品),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1723,SEMI_CHEM,0.75,primary mapping to SEMI_CHEM (製程化學品),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4306,SEMI_CHEM,0.75,primary mapping to SEMI_CHEM (製程化學品),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4770,SEMI_CHEM,0.75,primary mapping to SEMI_CHEM (製程化學品),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1733,SEMI_CHEM,0.75,primary mapping to SEMI_CHEM (製程化學品),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1733,SEMI_MATERIALS,0.75,inherited from SEMI_CHEM,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1733,SEMI,0.75,inherited from SEMI_CHEM,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1723,SEMI_GAS,0.7,primary mapping to SEMI_GAS (特用氣體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1708,SEMI_GAS,0.7,primary mapping to SEMI_GAS (特用氣體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1708,SEMI_MATERIALS,0.7,inherited from SEMI_GAS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1708,SEMI,0.7,inherited from SEMI_GAS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4739,SEMI_GAS,0.7,primary mapping to SEMI_GAS (特用氣體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4739,SEMI_MATERIALS,0.7,inherited from SEMI_GAS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4739,SEMI,0.7,inherited from SEMI_GAS,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3105,SEMI_COMPOUND,0.75,primary mapping to SEMI_COMPOUND (化合物半導體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2455,SEMI_COMPOUND,0.75,primary mapping to SEMI_COMPOUND (化合物半導體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8086,SEMI_COMPOUND,0.75,primary mapping to SEMI_COMPOUND (化合物半導體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8086,SEMI,0.75,inherited from SEMI_COMPOUND,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4974,SEMI_COMPOUND,0.75,primary mapping to SEMI_COMPOUND (化合物半導體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4974,SEMI,0.75,inherited from SEMI_COMPOUND,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4991,SEMI_COMPOUND,0.75,primary mapping to SEMI_COMPOUND (化合物半導體),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4991,SEMI,0.75,inherited from SEMI_COMPOUND,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2382,AI_SERVER,0.75,primary mapping to AI_SERVER (AI伺服器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2382,AI_INFRA,0.75,inherited from AI_SERVER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6669,AI_SERVER,0.75,primary mapping to AI_SERVER (AI伺服器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6669,AI_INFRA,0.75,inherited from AI_SERVER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3231,AI_SERVER,0.75,primary mapping to AI_SERVER (AI伺服器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3231,AI_INFRA,0.75,inherited from AI_SERVER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2356,AI_SERVER,0.75,primary mapping to AI_SERVER (AI伺服器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2356,AI_INFRA,0.75,inherited from AI_SERVER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2317,AI_SERVER,0.75,primary mapping to AI_SERVER (AI伺服器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2317,AI_INFRA,0.75,inherited from AI_SERVER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8210,AI_SERVER,0.75,primary mapping to AI_SERVER (AI伺服器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8210,AI_INFRA,0.75,inherited from AI_SERVER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3706,AI_SERVER,0.75,primary mapping to AI_SERVER (AI伺服器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3706,AI_INFRA,0.75,inherited from AI_SERVER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2382,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6669,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3231,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2356,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2317,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3017,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3017,AI_SERVER,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3017,AI_INFRA,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3324,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3324,AI_SERVER,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3324,AI_INFRA,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3653,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3653,AI_SERVER,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3653,AI_INFRA,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2308,AI_GB200,0.75,primary mapping to AI_GB200 (GB200/GB300供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2308,AI_SERVER,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2308,AI_INFRA,0.75,inherited from AI_GB200,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2382,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3231,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2356,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6669,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3706,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6117,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6117,AI_INFRA,0.75,inherited from SERVER_ODM,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2376,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2376,AI_INFRA,0.75,inherited from SERVER_ODM,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2377,SERVER_ODM,0.75,primary mapping to SERVER_ODM (伺服器ODM),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2377,AI_INFRA,0.75,inherited from SERVER_ODM,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2376,GPU_CHAIN,0.7,primary mapping to GPU_CHAIN (GPU供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2377,GPU_CHAIN,0.7,primary mapping to GPU_CHAIN (GPU供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2357,GPU_CHAIN,0.7,primary mapping to GPU_CHAIN (GPU供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2357,AI_INFRA,0.7,inherited from GPU_CHAIN,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2454,GPU_CHAIN,0.7,primary mapping to GPU_CHAIN (GPU供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2454,AI_INFRA,0.7,inherited from GPU_CHAIN,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8299,GPU_CHAIN,0.7,primary mapping to GPU_CHAIN (GPU供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
8299,AI_INFRA,0.7,inherited from GPU_CHAIN,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2465,GPU_CHAIN,0.7,primary mapping to GPU_CHAIN (GPU供應鏈),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2465,AI_INFRA,0.7,inherited from GPU_CHAIN,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2308,AI_POWER,0.75,primary mapping to AI_POWER (電源供應),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6409,AI_POWER,0.75,primary mapping to AI_POWER (電源供應),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6409,AI_INFRA,0.75,inherited from AI_POWER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1605,AI_POWER,0.75,primary mapping to AI_POWER (電源供應),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1605,AI_INFRA,0.75,inherited from AI_POWER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
1513,AI_POWER,0.75,primary mapping to AI_POWER (電源供應),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1513,AI_INFRA,0.75,inherited from AI_POWER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2421,AI_POWER,0.75,primary mapping to AI_POWER (電源供應),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2421,AI_INFRA,0.75,inherited from AI_POWER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3044,AI_POWER,0.75,primary mapping to AI_POWER (電源供應),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3044,AI_INFRA,0.75,inherited from AI_POWER,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2308,AI_BBU,0.75,primary mapping to AI_BBU (BBU備電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6409,AI_BBU,0.75,primary mapping to AI_BBU (BBU備電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1513,AI_BBU,0.75,primary mapping to AI_BBU (BBU備電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
1605,AI_BBU,0.75,primary mapping to AI_BBU (BBU備電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3017,AI_COOLING,0.75,primary mapping to AI_COOLING (散熱),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3324,AI_COOLING,0.75,primary mapping to AI_COOLING (散熱),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3653,AI_COOLING,0.75,primary mapping to AI_COOLING (散熱),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2421,AI_COOLING,0.75,primary mapping to AI_COOLING (散熱),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2392,AI_COOLING,0.75,primary mapping to AI_COOLING (散熱),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2392,AI_INFRA,0.75,inherited from AI_COOLING,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6235,AI_COOLING,0.75,primary mapping to AI_COOLING (散熱),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6235,AI_INFRA,0.75,inherited from AI_COOLING,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3017,AI_LIQUID,0.75,primary mapping to AI_LIQUID (液冷),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3324,AI_LIQUID,0.75,primary mapping to AI_LIQUID (液冷),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3653,AI_LIQUID,0.75,primary mapping to AI_LIQUID (液冷),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2392,AI_LIQUID,0.75,primary mapping to AI_LIQUID (液冷),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2467,AI_LIQUID,0.75,primary mapping to AI_LIQUID (液冷),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2467,AI_COOLING,0.75,inherited from AI_LIQUID,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2467,AI_INFRA,0.75,inherited from AI_LIQUID,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3017,AI_THERMAL,0.75,primary mapping to AI_THERMAL (熱模組與風扇),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3324,AI_THERMAL,0.75,primary mapping to AI_THERMAL (熱模組與風扇),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2421,AI_THERMAL,0.75,primary mapping to AI_THERMAL (熱模組與風扇),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6235,AI_THERMAL,0.75,primary mapping to AI_THERMAL (熱模組與風扇),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3321,AI_THERMAL,0.75,primary mapping to AI_THERMAL (熱模組與風扇),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3321,AI_COOLING,0.75,inherited from AI_THERMAL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3321,AI_INFRA,0.75,inherited from AI_THERMAL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2345,AI_SWITCH,0.75,primary mapping to AI_SWITCH (交換器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2345,AI_NETWORK,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2345,AI_INFRA,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3380,AI_SWITCH,0.75,primary mapping to AI_SWITCH (交換器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3380,AI_NETWORK,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3380,AI_INFRA,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3596,AI_SWITCH,0.75,primary mapping to AI_SWITCH (交換器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3596,AI_NETWORK,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3596,AI_INFRA,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
5388,AI_SWITCH,0.75,primary mapping to AI_SWITCH (交換器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
5388,AI_NETWORK,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
5388,AI_INFRA,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3704,AI_SWITCH,0.75,primary mapping to AI_SWITCH (交換器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3704,AI_NETWORK,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3704,AI_INFRA,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2419,AI_SWITCH,0.75,primary mapping to AI_SWITCH (交換器),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2419,AI_NETWORK,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2419,AI_INFRA,0.75,inherited from AI_SWITCH,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2345,AI_800G,0.75,primary mapping to AI_800G (800G/1.6T網路),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4977,AI_800G,0.75,primary mapping to AI_800G (800G/1.6T網路),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4977,AI_NETWORK,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4977,AI_INFRA,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6442,AI_800G,0.75,primary mapping to AI_800G (800G/1.6T網路),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6442,AI_NETWORK,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
6442,AI_INFRA,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3363,AI_800G,0.75,primary mapping to AI_800G (800G/1.6T網路),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3363,AI_NETWORK,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3363,AI_INFRA,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3081,AI_800G,0.75,primary mapping to AI_800G (800G/1.6T網路),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3081,AI_NETWORK,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3081,AI_INFRA,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4979,AI_800G,0.75,primary mapping to AI_800G (800G/1.6T網路),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4979,AI_NETWORK,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4979,AI_INFRA,0.75,inherited from AI_800G,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2345,AI_CPO,0.7,primary mapping to AI_CPO (CPO),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4977,AI_CPO,0.7,primary mapping to AI_CPO (CPO),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3081,AI_CPO,0.7,primary mapping to AI_CPO (CPO),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3363,AI_CPO,0.7,primary mapping to AI_CPO (CPO),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3081,AI_SIPH,0.7,primary mapping to AI_SIPH (矽光子),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3363,AI_SIPH,0.7,primary mapping to AI_SIPH (矽光子),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4977,AI_SIPH,0.7,primary mapping to AI_SIPH (矽光子),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6442,AI_SIPH,0.7,primary mapping to AI_SIPH (矽光子),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4977,AI_OPTICAL,0.75,primary mapping to AI_OPTICAL (光通訊),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4979,AI_OPTICAL,0.75,primary mapping to AI_OPTICAL (光通訊),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3363,AI_OPTICAL,0.75,primary mapping to AI_OPTICAL (光通訊),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3081,AI_OPTICAL,0.75,primary mapping to AI_OPTICAL (光通訊),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6442,AI_OPTICAL,0.75,primary mapping to AI_OPTICAL (光通訊),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3362,AI_OPTICAL,0.75,primary mapping to AI_OPTICAL (光通訊),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3362,AI_NETWORK,0.75,inherited from AI_OPTICAL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3362,AI_INFRA,0.75,inherited from AI_OPTICAL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4908,AI_OPTICAL,0.75,primary mapping to AI_OPTICAL (光通訊),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
4908,AI_NETWORK,0.75,inherited from AI_OPTICAL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
4908,AI_INFRA,0.75,inherited from AI_OPTICAL,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8210,AI_RACK,0.75,primary mapping to AI_RACK (機櫃與機構),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
6117,AI_RACK,0.75,primary mapping to AI_RACK (機櫃與機構),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2059,AI_RACK,0.75,primary mapping to AI_RACK (機櫃與機構),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2059,AI_INFRA,0.75,inherited from AI_RACK,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3533,AI_RACK,0.75,primary mapping to AI_RACK (機櫃與機構),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3533,AI_INFRA,0.75,inherited from AI_RACK,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2392,AI_RACK,0.75,primary mapping to AI_RACK (機櫃與機構),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2324,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2324,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2353,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2353,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2356,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2356,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2382,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2382,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
3231,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
3231,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2357,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2357,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2376,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2376,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2377,NB,0.75,primary mapping to NB (筆電),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2377,COMPUTE,0.75,inherited from NB,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
2357,AI_PC,0.75,primary mapping to AI_PC (AI PC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2376,AI_PC,0.75,primary mapping to AI_PC (AI PC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2377,AI_PC,0.75,primary mapping to AI_PC (AI PC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2353,AI_PC,0.75,primary mapping to AI_PC (AI PC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2324,AI_PC,0.75,primary mapping to AI_PC (AI PC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2454,AI_PC,0.75,primary mapping to AI_PC (AI PC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
2454,COMPUTE,0.75,inherited from AI_PC,v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),True
8299,AI_PC,0.75,primary mapping to AI_PC (AI PC),v2-tax-1 research mapping; company primary business lines (TWSE/TPEx listed common stocks),False
